,participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,ground_truth_with_AI,with_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI
140,657f06882ad79871ba4e7b10,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Real,75
141,657f06882ad79871ba4e7b10,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Real,62
142,657f06882ad79871ba4e7b10,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Real,77
143,657f06882ad79871ba4e7b10,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,88
144,65da0c93826bdadcf98372a9,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,Yes,Fake,Fake,92
145,65da0c93826bdadcf98372a9,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,92
146,65da0c93826bdadcf98372a9,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Fake,50
147,65da0c93826bdadcf98372a9,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Fake,50
148,65e00891e4c0c8cad9c1583a,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Real,50
149,65e00891e4c0c8cad9c1583a,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,60
150,65e00891e4c0c8cad9c1583a,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Real,90
151,65e00891e4c0c8cad9c1583a,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Real,50
152,65eaee94a1826098aae0eb95,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,0,REAL,0,Fake,Yes,Fake,Fake,80
153,65eaee94a1826098aae0eb95,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,91,REAL,91,Real,Yes,Fake,Fake,10
154,65eaee94a1826098aae0eb95,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Real,Real,40
155,65eaee94a1826098aae0eb95,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Real,Fake,100
156,65ee4106d4b632b7fb7a3f79,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,83,REAL,83,Real,No,Fake,Fake,79
157,65ee4106d4b632b7fb7a3f79,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,87,FAKE,87,Fake,No,Fake,Real,31
158,65ee4106d4b632b7fb7a3f79,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,93,FAKE,93,Fake,No,Real,Real,75
159,65ee4106d4b632b7fb7a3f79,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,85,REAL,85,Real,No,Real,Real,66
160,661571d6cc16ee34676734df,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,54,REAL,54,Real,No,Fake,Fake,28
161,661571d6cc16ee34676734df,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,63,FAKE,63,Fake,No,Fake,Fake,39
162,661571d6cc16ee34676734df,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,56,REAL,56,Real,No,Real,Real,36
163,661571d6cc16ee34676734df,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,52,FAKE,52,Fake,No,Real,Fake,23
164,663a4e1d7e5525f5851d04c5,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,92
165,663a4e1d7e5525f5851d04c5,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,50
166,663a4e1d7e5525f5851d04c5,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,81
167,663a4e1d7e5525f5851d04c5,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,95,REAL,95,Real,No,Real,Real,52
168,663a7af013938e6bbfb065d5,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Fake,Fake,30
169,663a7af013938e6bbfb065d5,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,90,FAKE,90,Fake,No,Fake,Fake,100
170,663a7af013938e6bbfb065d5,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,60,REAL,60,Real,No,Real,Real,100
171,663a7af013938e6bbfb065d5,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,70
172,663e3cebf22215cffd238d3e,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
173,663e3cebf22215cffd238d3e,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,79
174,663e3cebf22215cffd238d3e,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,85,REAL,85,Real,No,Real,Real,90
175,663e3cebf22215cffd238d3e,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,85,REAL,85,Real,No,Real,Fake,77
176,663fc7f72fe5d2acae3176f2,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,95,REAL,95,Real,No,Fake,Fake,40
177,663fc7f72fe5d2acae3176f2,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,50,REAL,50,Fake,No,Fake,Real,30
178,663fc7f72fe5d2acae3176f2,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,70
179,663fc7f72fe5d2acae3176f2,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Real,20
180,66621e083b8f136c93a4e7b5,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,82,FAKE,82,Fake,No,Fake,Real,35
181,66621e083b8f136c93a4e7b5,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,74,REAL,74,Real,No,Fake,Fake,45
182,66621e083b8f136c93a4e7b5,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,59,FAKE,59,Real,No,Real,Fake,46
183,66621e083b8f136c93a4e7b5,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,51,FAKE,51,Fake,No,Real,Fake,66
184,6670e05a65d32df6fa3e7560,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,93
185,6670e05a65d32df6fa3e7560,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Fake,Real,62
186,6670e05a65d32df6fa3e7560,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,79
187,6670e05a65d32df6fa3e7560,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Real,75
188,669284eabea5b8c9655927da,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,63
189,669284eabea5b8c9655927da,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Real,72
190,669284eabea5b8c9655927da,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Real,71
191,669284eabea5b8c9655927da,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Real,63
192,669c182b2a59d2c81e9053ad,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,99,REAL,99,Real,No,Fake,Fake,100
193,669c182b2a59d2c81e9053ad,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,Real,No,Fake,Fake,100
194,669c182b2a59d2c81e9053ad,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Real,Real,95
195,669c182b2a59d2c81e9053ad,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Fake,90
196,66c7afe345bcfdeba3506d7d,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,91,REAL,91,Real,No,Fake,Real,20
197,66c7afe345bcfdeba3506d7d,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,80,FAKE,80,Fake,No,Fake,Fake,80
198,66c7afe345bcfdeba3506d7d,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,95,FAKE,95,Fake,No,Real,Real,50
199,66c7afe345bcfdeba3506d7d,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,80,REAL,80,Real,No,Real,Fake,75
200,66d6376eb15526056851d558,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,90,REAL,90,Real,No,Fake,Fake,95
201,66d6376eb15526056851d558,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
202,66d6376eb15526056851d558,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,90,REAL,90,Real,No,Real,Real,75
203,66d6376eb15526056851d558,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,95,FAKE,95,Fake,No,Real,Real,60
204,66fdd6ecd96e23c98cf47a4a,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Fake,70
205,66fdd6ecd96e23c98cf47a4a,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,82
206,66fdd6ecd96e23c98cf47a4a,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Real,75
207,66fdd6ecd96e23c98cf47a4a,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,60
208,6716a2900d9e3d912bc2f6c2,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,61
209,6716a2900d9e3d912bc2f6c2,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,59
210,6716a2900d9e3d912bc2f6c2,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,61
211,6716a2900d9e3d912bc2f6c2,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,Yes,Real,Fake,61
212,671a5785170a0f6380c51f28,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,55
213,671a5785170a0f6380c51f28,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,82
214,671a5785170a0f6380c51f28,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Fake,79
215,671a5785170a0f6380c51f28,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,100
216,671c1c699ca32031a83014e8,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,70,REAL,70,Fake,Yes,Fake,Fake,70
217,671c1c699ca32031a83014e8,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,70,REAL,70,Real,No,Fake,Real,60
218,671c1c699ca32031a83014e8,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,70,REAL,70,Real,No,Real,Real,70
219,671c1c699ca32031a83014e8,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,90,FAKE,90,Fake,No,Real,Fake,60
220,671f12c5d2543b67c0f12e57,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,100
221,671f12c5d2543b67c0f12e57,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,56
222,671f12c5d2543b67c0f12e57,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,Yes,Real,Real,100
223,671f12c5d2543b67c0f12e57,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,68,REAL,68,Fake,Yes,Real,Real,100
224,67217a2f6476292bf82e2e6d,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,90,FAKE,90,Fake,Yes,Fake,Fake,80
225,67217a2f6476292bf82e2e6d,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,95,REAL,95,Real,No,Fake,Fake,90
226,67217a2f6476292bf82e2e6d,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,90
227,67217a2f6476292bf82e2e6d,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,70
228,672adb2909ca72744f212a7d,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,93,FAKE,93,Fake,No,Fake,Fake,52
229,672adb2909ca72744f212a7d,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,74,REAL,74,Real,Yes,Fake,Fake,80
230,672adb2909ca72744f212a7d,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,96,REAL,96,Real,No,Real,Real,95
231,672adb2909ca72744f212a7d,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,52,REAL,52,Fake,Yes,Real,Real,90
232,672ceecd4b982fd2123fa32f,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,92
233,672ceecd4b982fd2123fa32f,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,88
234,672ceecd4b982fd2123fa32f,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Real,81
235,672ceecd4b982fd2123fa32f,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,80,FAKE,80,Real,No,Real,Fake,100
236,672feaa71ba8b290765e0c7a,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,99,REAL,99,Real,No,Fake,Fake,92
237,672feaa71ba8b290765e0c7a,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
238,672feaa71ba8b290765e0c7a,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,84
239,672feaa71ba8b290765e0c7a,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Real,Fake,50
240,6740e1e09ca406ab781318cb,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,60,REAL,60,Real,No,Fake,Real,39
241,6740e1e09ca406ab781318cb,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,REAL,50,REAL,50,Fake,No,Fake,Fake,55
242,6740e1e09ca406ab781318cb,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,55,REAL,55,Real,No,Real,Real,65
243,6740e1e09ca406ab781318cb,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,70
244,67439be8ee2236a7c078d523,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,95,REAL,95,Real,No,Fake,Fake,80
245,67439be8ee2236a7c078d523,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,85,FAKE,85,Fake,No,Fake,Fake,60
246,67439be8ee2236a7c078d523,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,70,FAKE,70,Fake,No,Real,Real,60
247,67439be8ee2236a7c078d523,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,95,REAL,95,Real,Yes,Real,Fake,19
248,67529d0aecb73bfe140d521f,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,88,FAKE,88,Fake,No,Fake,Fake,65
249,67529d0aecb73bfe140d521f,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,78,REAL,78,Real,No,Fake,Fake,51
250,67529d0aecb73bfe140d521f,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,89,REAL,89,Real,Yes,Real,Real,62
251,67529d0aecb73bfe140d521f,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,85,REAL,85,Fake,No,Real,Fake,40
252,6753746b1f8827e2bd586bf0,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,98,REAL,98,Fake,No,Fake,Fake,65
253,6753746b1f8827e2bd586bf0,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,40
254,6753746b1f8827e2bd586bf0,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,90,REAL,90,Real,No,Real,Fake,91
255,6753746b1f8827e2bd586bf0,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,99,REAL,99,Real,No,Real,Fake,100
256,6756a94929aa9c7782b3ab2a,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,89,REAL,89,Real,No,Fake,Fake,100
257,6756a94929aa9c7782b3ab2a,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,0,REAL,0,Fake,No,Fake,Real,61
258,6756a94929aa9c7782b3ab2a,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,100
259,6756a94929aa9c7782b3ab2a,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Real,39
260,675cf75e3c237ff931f4a43e,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",FAKE,71,FAKE,71,Real,No,Fake,Fake,71
261,675cf75e3c237ff931f4a43e,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,91,FAKE,91,Fake,No,Fake,Fake,70
262,675cf75e3c237ff931f4a43e,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,90,FAKE,90,Fake,No,Real,Fake,70
263,675cf75e3c237ff931f4a43e,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,98,REAL,98,Real,No,Real,Fake,80
264,676491fbb0941bdbdd359b5c,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,REAL,98,REAL,98,Fake,Yes,Fake,Real,99
265,676491fbb0941bdbdd359b5c,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",FAKE,100,FAKE,100,Real,Yes,Fake,Real,98
266,676491fbb0941bdbdd359b5c,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,96,REAL,96,Real,Yes,Real,Real,100
267,676491fbb0941bdbdd359b5c,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,98,REAL,98,Fake,Yes,Real,Real,100
268,67667c5a2dde32ea7b0b66c7,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,89,REAL,89,Real,No,Fake,Fake,53
269,67667c5a2dde32ea7b0b66c7,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,94,FAKE,94,Fake,No,Fake,Fake,64
270,67667c5a2dde32ea7b0b66c7,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Real,71
271,67667c5a2dde32ea7b0b66c7,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,87,REAL,87,Fake,No,Real,Real,60
272,67745cfb4893225ef8d4bc4a,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,100,REAL,100,Fake,Yes,Fake,Fake,50
273,67745cfb4893225ef8d4bc4a,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,96,REAL,96,Real,No,Fake,Fake,67
274,67745cfb4893225ef8d4bc4a,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,68,REAL,68,Real,No,Real,Real,77
275,67745cfb4893225ef8d4bc4a,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,88,FAKE,88,Fake,Yes,Real,Real,54
276,67758b914f06b14a31669644,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Fake,Fake,55
277,67758b914f06b14a31669644,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,Yes,Fake,Real,45
278,67758b914f06b14a31669644,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Real,Real,75
279,67758b914f06b14a31669644,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,55
