term,estimate,std.error,statistic,p.value,conf.low,conf.high
factor(participant_id)65178713fd459dd31fbfb62b,0.04566292915264664,0.09705052749221478,0.4705067590313679,0.6380506197772399,-0.14468196598570884,0.23600782429100212
factor(participant_id)651865050634b0ca55fc0d0d,-0.054162248725386816,0.09510655162531242,-0.5694901959937283,0.5690953395930997,-0.24069443009393093,0.13236993264315727
factor(participant_id)65599c698363f734b0325aa2,-0.010623357672943416,0.09424362456422616,-0.11272229524346972,0.9102634282445834,-0.1954630829034445,0.17421636755755765
factor(participant_id)6562421abbbe0dc4b89ad4ff,-0.17336482300625258,0.09339417018466206,-1.8562702860732088,0.06358009111317765,-0.3565385160267184,0.009808870014213183
factor(participant_id)65624dbc33b93e2696f06d1f,-0.1234234029365164,0.09115002853322762,-1.3540687251844787,0.17588623532020908,-0.30219566797554054,0.055348862102507765
factor(participant_id)65fb580ab7fbb2d518ee8eaa,-0.08333333333331035,0.08983329841527427,-0.9276441453600379,0.3537178844676926,-0.2595230997223663,0.0928564330557456
factor(participant_id)6604610e7a4c3d8b8aa2309f,-0.2777777777777546,0.089833298415275,-3.0921471512006957,0.00201796263686979,-0.45396754416681195,-0.10158801138869719
factor(participant_id)660cda55786e37b1cbb49717,-0.004618337597696744,0.09047542354280533,-0.05104521666606774,0.9592952138705968,-0.1820675019851346,0.1728308267897411
factor(participant_id)66231fc6e1ecba676935943a,-0.21062335767294366,0.0942436245642255,-2.234881761465013,0.02554869075279766,-0.3954630829034434,-0.025783632442443916
factor(participant_id)66293ce3dba0764775195e58,-0.04696877990386751,0.09422614984597275,-0.49846863084871096,0.6182153255966303,-0.23177423202427355,0.13783667221653856
factor(participant_id)66451cf935a985828f197f7e,-0.23788095203851387,0.0933941701846624,-2.547064250029385,0.010946808467900252,-0.42105464505898027,-0.05470725901804743
factor(participant_id)664921b8a4c8fcf533571f7a,-0.05735931172870171,0.09607815017231618,-0.5970068285643279,0.5505787059006417,-0.2457970862797336,0.13107846282233018
factor(participant_id)6650a822a7a14d7179997510,-0.010623357672943924,0.09424362456422666,-0.1127222952434745,0.9102634282445795,-0.19546308290344597,0.17421636755755812
factor(participant_id)6651193f302387e52405119a,-0.24107046176004587,0.09115002853322773,-2.644765620365838,0.008246586088158217,-0.41984272679907025,-0.06229819672102149
factor(participant_id)66562875b665d8e2b1b6fc66,-0.0555555555555327,0.08983329841527446,-0.6184294302399401,0.5363713827116898,-0.23174532194458905,0.12063421083352363
factor(participant_id)666b4944d7f80b9099b5af20,-0.027777777777754982,0.08983329841527471,-0.30921471511984266,0.7571943701831458,-0.2039675441668118,0.14841198861130184
factor(participant_id)666c7b666fa83d9dad4c6451,-0.12078337248114791,0.09115024154139323,-1.3251020561069786,0.18530727622365922,-0.2995560552924191,0.057989310330123264
factor(participant_id)667d81a95170bdd075f74203,-0.06194214802687575,0.09115024356999325,-0.6795609709952235,0.49687079914574617,-0.2407148348168338,0.1168305387630823
factor(participant_id)66881fbe723bc57d75a2c268,-0.12562505600463916,0.09115626273487805,-1.378128635769232,0.16833668298293608,-0.3044095481638046,0.05315943615452626
factor(participant_id)668f8d7343028ae0faa7a907,0.08333333333335628,0.08983329841527463,0.9276441453605455,0.35371788446742913,-0.09285643305570039,0.25952309972241294
factor(participant_id)66b5172c8f0bd3b23ce66c22,-0.08958931291652675,0.09047541321482502,-0.9902061757242897,0.32220786107121113,-0.2670384570477292,0.08785983121467575
factor(participant_id)66cb2e0bd2169db778550269,-0.10925381473705148,0.10047214886139152,-1.087403981851477,0.2770054491378678,-0.30630952513368925,0.0878018956595863
factor(participant_id)66dd097265650e0dec23231f,-0.03244645577367081,0.0904754132148257,-0.35862180255125914,0.7199205388057605,-0.20989559990487464,0.14500268835753302
factor(participant_id)671cd612f039f8a9b5e55cca,0.011067388397409174,0.09422626892259386,0.11745544553505505,0.9065123927203187,-0.17373829726760037,0.19587307406241872
factor(participant_id)673378009f99d14c232c1f2b,-0.3611111111110902,0.08983329841527479,-4.019791296561016,6.067875191018868e-5,-0.5373008775001471,-0.18492134472203323
factor(participant_id)673ccb0691efe91cd015dcf7,-0.02535594664948012,0.09511547293543784,-0.2665806715453241,0.78982289918534,-0.21190562535558846,0.1611937320566282
factor(participant_id)674ca2f2b42dd96dc2f71707,-0.05555555555553127,0.08983329841527443,-0.6184294302399245,0.5363713827117003,-0.23174532194458752,0.12063421083352499
factor(participant_id)675b6bf5887bccb7fad6c44d,-0.043493343527514376,0.09339416285700915,-0.465696593845,0.6414896330369432,-0.2266670221762775,0.13968033512124872
factor(participant_id)67657279b0bce380fa33721e,-0.13888888888886702,0.08983329841527457,-1.546073575600241,0.12226446047107987,-0.31507865527792356,0.03730087750018951
factor(participant_id)677fb35eafd357a07e351a9f,-0.13888888888886564,0.08983329841527446,-1.5460735756002275,0.1222644604710831,-0.315078655277922,0.037300877500190704
factor(participant_id)678f0bb28ec3307e4f1afb78,-0.0913539127327583,0.0911502435699929,-1.0022344335548483,0.3163665273086612,-0.2701265995227156,0.08741877405719904
factor(participant_id)6797d5ada6654ec99f741b08,-0.1427959766447508,0.09817290324237013,-1.4545355381027576,0.14597409620951185,-0.3353421838211711,0.04975023053166949
factor(participant_id)67c83488e67b25dcb923d96d,0.05326782994061517,0.09047541321482526,0.5887547572083012,0.5561004597228716,-0.12418131419058774,0.23071697407181807
factor(participant_id)67cf114d88ac6082ae5c17bd,-0.10037706455713732,0.09262222496877484,-1.0837254729194512,0.2786332250319172,-0.28203674384715327,0.08128261473287865
factor(participant_id)67d47bef1b8777e754726be0,-0.1683786347197284,0.10468256100763146,-1.6084688137067398,0.10790977752346452,-0.37369221325139085,0.03693494381193407
factor(participant_id)67dac9fec33b7784afd3d08b,-0.020460386881078176,0.0981726673097747,-0.20841225405964914,0.8349309200110329,-0.21300613132363913,0.17208535756148277
factor(participant_id)67db3dd91c05b7278a0aad44,-0.20478366610815926,0.09339416285700937,-2.1926816392336232,0.02845928236378744,-0.3879573447569228,-0.021609987459395713
factor(participant_id)67e711daa771e0a8ad8c36f6,-0.21868889281720652,0.09605807256679123,-2.2766321140281827,0.022926386615991678,-0.4070872892235026,-0.030290496410910417
time_pointwith:week2,-0.07142857142857335,0.05444720098782475,-1.311886931424554,0.18972735671586435,-0.17821569593375264,0.03535855307660593
time_pointafter:week2,-0.0620309652778422,0.053270230929822485,-1.1644583512236129,0.2443942673754404,-0.1665097021002302,0.042447771544545806
time_pointwith:week4,0.03637976929902232,0.05371899895222469,0.6772235151175635,0.4983521046297208,-0.06897913483798895,0.1417386734360336
time_pointafter:week4,-0.0949724804138097,0.05283275421092568,-1.7976060841849815,0.07240878121444966,-0.19859319551972054,0.008648234692101145
